Date,Home,Away,Score,Referee
2021-01-02,Galatasaray,Antalyaspor,0–0,Abdulkadir Bitigen
2021-01-02,Hatayspor,Konyaspor,2–1,Alper Ulusoy
2021-01-03,Rizespor,Gençlerbirliği,1–1,Suat Arslanboga
2021-01-03,Fatih Karagümrük,Trabzonspor,1–2,Ali Palabıyık
2021-01-03,Kayserispor,Beşiktaş,0–2,Fırat Aydınus
2021-01-04,Kasımpaşa,Fenerbahçe,0–3,Halis Özkahya
2021-01-05,Yeni Mal'spor,Sivasspor,2–2,Sarper Baris Saka
2021-01-05,Gaziantep FK,Ankaragücü,2–0,Alper Ulusoy
2021-01-05,Konyaspor,Galatasaray,4–3,Arda Kardeşler
2021-01-06,Denizlispor,Kayserispor,0–1,Ali Şansalan
2021-01-06,Başakşehir,Erzurum BB,1–0,Yaşar Kemal Uğurlu
2021-01-06,Gençlerbirliği,Hatayspor,3–1,Yasin Kol
2021-01-06,Trabzonspor,Göztepe,1–0,Cüneyt Çakιr
2021-01-06,Antalyaspor,Fatih Karagümrük,3–1,Hüseyin Göçek
2021-01-06,Beşiktaş,Rizespor,6–0,Umit Öztürk
2021-01-07,Fenerbahçe,Alanyaspor,2–1,Halil Umut Meler
2021-01-09,Sivasspor,Gaziantep FK,2–1,Mustafa Öğretmenoğlu
2021-01-09,Göztepe,Antalyaspor,0–1,Mert Güzenge
2021-01-09,Kayserispor,Yeni Mal'spor,1–0,Erkan Özdamar
2021-01-09,Galatasaray,Gençlerbirliği,6–0,Halis Özkahya
2021-01-10,Fatih Karagümrük,Konyaspor,2–1,Serkan Tokat
2021-01-10,Ankaragücü,Başakşehir,1–2,Tugay Kaan Numanoğlu
2021-01-10,Rizespor,Denizlispor,1–1,Volkan Bayarslan
2021-01-10,Hatayspor,Beşiktaş,2–2,Ali Palabıyık
2021-01-11,Erzurum BB,Fenerbahçe,0–3,Mete Kalkavan
2021-01-11,Alanyaspor,Kasımpaşa,1–2,Abdulkadir Bitigen
2021-01-15,Gençlerbirliği,Fatih Karagümrük,1–3,Ali Şansalan
2021-01-16,Konyaspor,Göztepe,2–3,Fırat Aydınus
2021-01-16,Başakşehir,Sivasspor,1–1,Alper Ulusoy
2021-01-16,Gaziantep FK,Kayserispor,2–1,Halil Umut Meler
2021-01-16,Antalyaspor,Trabzonspor,1–1,Ali Palabıyık
2021-01-17,Denizlispor,Hatayspor,0–2,Koray Gençerler
2021-01-17,Yeni Mal'spor,Rizespor,4–1,Hüseyin Göçek
2021-01-17,Beşiktaş,Galatasaray,2–0,Cüneyt Çakιr
2021-01-18,Fenerbahçe,Ankaragücü,3–1,Arda Kardeşler
2021-01-18,Kasımpaşa,Erzurum BB,1–2,Atilla Karaoğlan
2021-01-19,Kayserispor,Başakşehir,2–0,Serkan Tokat
2021-01-19,Göztepe,Gençlerbirliği,4–0,Burak Şeker
2021-01-19,Trabzonspor,Konyaspor,3–1,Abdulkadir Bitigen
2021-01-20,Hatayspor,Yeni Mal'spor,1–2,Ramazan Keleş
2021-01-20,Rizespor,Gaziantep FK,3–0,Halis Özkahya
2021-01-20,Galatasaray,Denizlispor,6–1,Suat Arslanboga
2021-01-21,Erzurum BB,Alanyaspor,1–1,Turgut Doman
2021-01-21,Fatih Karagümrük,Beşiktaş,1–4,Mete Kalkavan
2021-01-21,Ankaragücü,Kasımpaşa,1–0,Sarper Baris Saka
2021-01-21,Sivasspor,Fenerbahçe,1–1,Yaşar Kemal Uğurlu
2021-01-23,Gençlerbirliği,Trabzonspor,1–2,Mustafa Öğretmenoğlu
2021-01-23,Başakşehir,Rizespor,1–1,Umit Öztürk
2021-01-24,Konyaspor,Antalyaspor,0–0,Tugay Kaan Numanoğlu
2021-01-24,Denizlispor,Fatih Karagümrük,1–2,Erkan Özdamar
2021-01-24,Yeni Mal'spor,Galatasaray,0–1,Ali Palabıyık
2021-01-24,Gaziantep FK,Hatayspor,1–1,Fırat Aydınus
2021-01-24,Beşiktaş,Göztepe,2–1,Ali Şansalan
2021-01-25,Kasımpaşa,Sivasspor,2–0,Mert Güzenge
2021-01-25,Fenerbahçe,Kayserispor,3–0,Alper Ulusoy
2021-01-25,Alanyaspor,Ankaragücü,4–3,Cüneyt Çakιr
2021-01-29,Yeni Mal'spor,Fatih Karagümrük,0–0,Yasin Kol
2021-01-29,Gaziantep FK,Galatasaray,1–2,Mete Kalkavan
2021-01-30,Kasımpaşa,Kayserispor,0–1,Hüseyin Göçek
2021-01-30,Başakşehir,Hatayspor,1–5,Cüneyt Çakιr
2021-01-30,Fenerbahçe,Rizespor,1–0,Abdulkadir Bitigen
2021-01-31,Erzurum BB,Ankaragücü,1–0,Umit Öztürk
2021-01-31,Denizlispor,Göztepe,2–1,Sarper Baris Saka
2021-01-31,Alanyaspor,Sivasspor,3–1,Zorbay Küçük
2021-01-31,Gençlerbirliği,Antalyaspor,0–1,Bahattin Şimşek
2021-01-31,Beşiktaş,Trabzonspor,1–2,Halil Umut Meler
2021-02-02,Hatayspor,Fenerbahçe,1–2,Suat Arslanboga
2021-02-02,Galatasaray,Başakşehir,3–0,Arda Kardeşler
2021-02-02,Rizespor,Kasımpaşa,1–1,Serkan Tokat
2021-02-03,Sivasspor,Erzurum BB,0–0,Fırat Aydınus
2021-02-03,Kayserispor,Alanyaspor,1–1,Atilla Karaoğlan
2021-02-03,Fatih Karagümrük,Gaziantep FK,2–0,Ali Palabıyık
2021-02-03,Konyaspor,Gençlerbirliği,0–0,Özgür Yankaya
2021-02-03,Antalyaspor,Beşiktaş,1–1,Alper Ulusoy
2021-02-04,Göztepe,Yeni Mal'spor,2–2,Turgut Doman
2021-02-04,Trabzonspor,Denizlispor,1–0,Tugay Kaan Numanoğlu
2021-02-06,Kasımpaşa,Hatayspor,1–4,Bahattin Şimşek
2021-02-06,Alanyaspor,Rizespor,2–1,Mete Kalkavan
2021-02-06,Başakşehir,Fatih Karagümrük,0–1,Halil Umut Meler
2021-02-06,Fenerbahçe,Galatasaray,0–1,Cüneyt Çakιr
2021-02-07,Erzurum BB,Kayserispor,1–1,Yaşar Kemal Uğurlu
2021-02-07,Ankaragücü,Sivasspor,1–4,Burak Şeker
2021-02-07,Denizlispor,Antalyaspor,1–1,Zorbay Küçük
2021-02-07,Beşiktaş,Konyaspor,1–0,Halis Özkahya
2021-02-08,Gaziantep FK,Göztepe,2–0,Volkan Bayarslan
2021-02-08,Yeni Mal'spor,Trabzonspor,0–2,Erkan Özdamar
2021-02-12,Rizespor,Erzurum BB,0–2,Cüneyt Çakιr
2021-02-13,Kayserispor,Ankaragücü,0–0,Halil Umut Meler
2021-02-13,Trabzonspor,Gaziantep FK,1–0,Zorbay Küçük
2021-02-13,Fatih Karagümrük,Fenerbahçe,1–2,Halis Özkahya
2021-02-14,Konyaspor,Denizlispor,2–0,Hüseyin Göçek
2021-02-14,Göztepe,Başakşehir,2–1,Umit Öztürk
2021-02-14,Hatayspor,Alanyaspor,0–0,Turgut Doman
2021-02-14,Galatasaray,Kasımpaşa,2–1,Erkan Özdamar
2021-02-15,Gençlerbirliği,Beşiktaş,0–3,Yaşar Kemal Uğurlu
2021-02-15,Antalyaspor,Yeni Mal'spor,1–1,Serkan Tokat
2021-02-19,Başakşehir,Trabzonspor,0–1,Halil Umut Meler
2021-02-20,Kasımpaşa,Fatih Karagümrük,3–2,Yaşar Kemal Uğurlu
2021-02-20,Yeni Mal'spor,Konyaspor,2–3,Sarper Baris Saka
2021-02-20,Denizlispor,Gençlerbirliği,1–0,Tugay Kaan Numanoğlu
2021-02-20,Alanyaspor,Galatasaray,0–1,Zorbay Küçük
2021-02-21,Erzurum BB,Hatayspor,1–3,Serkan Tokat
2021-02-21,Sivasspor,Kayserispor,2–0,Ali Şansalan
2021-02-21,Gaziantep FK,Antalyaspor,0–0,Arda Kardeşler
2021-02-21,Fenerbahçe,Göztepe,0–1,Hüseyin Göçek
2021-02-22,Ankaragücü,Rizespor,1–1,Halis Özkahya
2021-02-26,Gençlerbirliği,Yeni Mal'spor,1–1,Alper Ulusoy
2021-02-26,Konyaspor,Gaziantep FK,0–0,Erkan Özdamar
2021-02-26,Beşiktaş,Denizlispor,3–0,Cüneyt Çakιr
2021-02-27,Fatih Karagümrük,Alanyaspor,2–0,Volkan Bayarslan
2021-02-27,Hatayspor,Ankaragücü,4–1,Atilla Karaoğlan
2021-02-27,Antalyaspor,Başakşehir,0–0,Fırat Aydınus
2021-02-27,Rizespor,Sivasspor,0–0,Özgür Yankaya
2021-02-27,Galatasaray,Erzurum BB,2–0,Mete Kalkavan
2021-02-28,Göztepe,Kasımpaşa,1–0,Suat Arslanboga
2021-02-28,Trabzonspor,Fenerbahçe,0–1,Yaşar Kemal Uğurlu
2021-03-02,Gaziantep FK,Gençlerbirliği,2–1,Bahattin Şimşek
2021-03-02,Yeni Mal'spor,Beşiktaş,0–1,Halis Özkahya
2021-03-03,Erzurum BB,Fatih Karagümrük,2–2,Ali Şansalan
2021-03-03,Başakşehir,Konyaspor,1–1,Ali Palabıyık
2021-03-03,Sivasspor,Hatayspor,1–1,Mustafa Öğretmenoğlu
2021-03-03,Kayserispor,Rizespor,2–1,Hüseyin Göçek
2021-03-03,Ankaragücü,Galatasaray,2–1,Halil Umut Meler
2021-03-04,Kasımpaşa,Trabzonspor,1–2,Abdulkadir Bitigen
2021-03-04,Alanyaspor,Göztepe,1–1,Tugay Kaan Numanoğlu
2021-03-04,Fenerbahçe,Antalyaspor,1–1,Umit Öztürk
2021-03-06,Denizlispor,Yeni Mal'spor,3–2,Arda Kardeşler
2021-03-06,Beşiktaş,Gaziantep FK,2–1,Mete Kalkavan
2021-03-07,Fatih Karagümrük,Ankaragücü,0–1,Halis Özkahya
2021-03-07,Hatayspor,Kayserispor,1–3,Yaşar Kemal Uğurlu
2021-03-07,Gençlerbirliği,Başakşehir,0–1,Özgür Yankaya
2021-03-07,Galatasaray,Sivasspor,2–2,Ali Şansalan
2021-03-08,Trabzonspor,Alanyaspor,1–3,Suat Arslanboga
2021-03-08,Antalyaspor,Kasımpaşa,1–1,Serkan Tokat
2021-03-08,Konyaspor,Fenerbahçe,0–3,Fırat Aydınus
2021-03-08,Göztepe,Erzurum BB,3–1,Zorbay Küçük
2021-03-12,Başakşehir,Beşiktaş,2–3,Cüneyt Çakιr
2021-03-13,Sivasspor,Fatih Karagümrük,1–0,Halil Umut Meler
2021-03-13,Rizespor,Hatayspor,1–0,Suat Arslanboga
2021-03-13,Alanyaspor,Antalyaspor,4–0,Sarper Baris Saka
2021-03-13,Kayserispor,Galatasaray,0–3,Halis Özkahya
2021-03-14,Ankaragücü,Göztepe,3–0,Hüseyin Göçek
2021-03-14,Gaziantep FK,Denizlispor,2–0,Atilla Karaoğlan
2021-03-14,Erzurum BB,Trabzonspor,0–0,Ali Palabıyık
2021-03-14,Fenerbahçe,Gençlerbirliği,1–2,Abdulkadir Bitigen
2021-03-15,Kasımpaşa,Konyaspor,1–1,Volkan Bayarslan
2021-03-19,Fatih Karagümrük,Kayserispor,3–0,Bahattin Şimşek
2021-03-19,Galatasaray,Rizespor,3–4,Volkan Bayarslan
2021-03-20,Gençlerbirliği,Kasımpaşa,2–1,Arda Kardeşler
2021-03-20,Göztepe,Sivasspor,3–5,Yasin Kol
2021-03-20,Yeni Mal'spor,Gaziantep FK,2–2,Mert Güzenge
2021-03-20,Trabzonspor,Ankaragücü,4–1,Zorbay Küçük
2021-03-21,Antalyaspor,Erzurum BB,3–1,Erkan Özdamar
2021-03-21,Konyaspor,Alanyaspor,1–0,Koray Gençerler
2021-03-21,Denizlispor,Başakşehir,0–0,Tugay Kaan Numanoğlu
2021-03-21,Beşiktaş,Fenerbahçe,1–1,Halil Umut Meler
2021-04-03,Kayserispor,Göztepe,1–1,Burak Şeker
2021-04-03,Rizespor,Fatih Karagümrük,0–0,Umit Öztürk
2021-04-03,Sivasspor,Trabzonspor,0–0,Mete Kalkavan
2021-04-03,Hatayspor,Galatasaray,3–0,Abdulkadir Bitigen
2021-04-04,Erzurum BB,Konyaspor,1–2,Sarper Baris Saka
2021-04-04,Alanyaspor,Gençlerbirliği,1–2,Ali Şansalan
2021-04-04,Ankaragücü,Antalyaspor,1–0,Ali Palabıyık
2021-04-04,Başakşehir,Yeni Mal'spor,3–1,Yaşar Kemal Uğurlu
2021-04-04,Kasımpaşa,Beşiktaş,1–0,Halil Umut Meler
2021-04-05,Fenerbahçe,Denizlispor,1–0,Cüneyt Çakιr
2021-04-06,Göztepe,Rizespor,2–0,Mustafa Öğretmenoğlu
2021-04-06,Fatih Karagümrük,Hatayspor,1–0,Volkan Bayarslan
2021-04-06,Trabzonspor,Kayserispor,1–1,Atilla Karaoğlan
2021-04-07,Gençlerbirliği,Erzurum BB,1–1,Suat Arslanboga
2021-04-07,Konyaspor,Ankaragücü,1–1,Arda Kardeşler
2021-04-07,Beşiktaş,Alanyaspor,3–0,Umit Öztürk
2021-04-07,Antalyaspor,Sivasspor,2–4,Özgür Yankaya
2021-04-08,Gaziantep FK,Başakşehir,2–0,Abdulkadir Bitigen
2021-04-08,Denizlispor,Kasımpaşa,1–1,Alper Ulusoy
2021-04-08,Yeni Mal'spor,Fenerbahçe,1–1,Halis Özkahya
2021-04-10,Hatayspor,Göztepe,2–3,Erkan Özdamar
2021-04-10,Rizespor,Trabzonspor,0–0,Cüneyt Çakιr
2021-04-10,Galatasaray,Fatih Karagümrük,1–1,Ali Palabıyık
2021-04-11,Sivasspor,Konyaspor,3–1,Zorbay Küçük
2021-04-11,Ankaragücü,Gençlerbirliği,2–1,Serkan Tokat
2021-04-11,Kayserispor,Antalyaspor,0–1,Tugay Kaan Numanoğlu
2021-04-11,Erzurum BB,Beşiktaş,2–4,Yaşar Kemal Uğurlu
2021-04-12,Kasımpaşa,Yeni Mal'spor,0–0,Bahattin Şimşek
2021-04-12,Fenerbahçe,Gaziantep FK,3–1,Mete Kalkavan
2021-04-12,Alanyaspor,Denizlispor,3–2,Yasin Kol
2021-04-16,Konyaspor,Kayserispor,0–0,Ali Şansalan
2021-04-16,Gençlerbirliği,Sivasspor,2–3,Umit Öztürk
2021-04-16,Beşiktaş,Ankaragücü,2–2,Halis Özkahya
2021-04-16,Antalyaspor,Rizespor,2–3,Suat Arslanboga
2021-04-17,Denizlispor,Erzurum BB,2–3,Halil Umut Meler
2021-04-17,Yeni Mal'spor,Alanyaspor,1–0,Atilla Karaoğlan
2021-04-17,Trabzonspor,Hatayspor,1–1,Zorbay Küçük
2021-04-17,Göztepe,Galatasaray,1–3,Fırat Aydınus
2021-04-18,Gaziantep FK,Kasımpaşa,2–2,Arda Kardeşler
2021-04-18,Başakşehir,Fenerbahçe,1–2,Cüneyt Çakιr
2021-04-20,Rizespor,Konyaspor,5–3,Özgür Yankaya
2021-04-20,Fatih Karagümrük,Göztepe,1–1,Tugay Kaan Numanoğlu
2021-04-20,Kayserispor,Gençlerbirliği,2–2,Alper Ulusoy
2021-04-20,Hatayspor,Antalyaspor,3–2,Bahattin Şimşek
2021-04-20,Sivasspor,Beşiktaş,0–0,Fırat Aydınus
2021-04-21,Erzurum BB,Yeni Mal'spor,1–0,Ali Palabıyık
2021-04-21,Ankaragücü,Denizlispor,1–1,Abdulkadir Bitigen
2021-04-21,Galatasaray,Trabzonspor,1–1,Mete Kalkavan
2021-04-22,Alanyaspor,Gaziantep FK,3–2,Suat Arslanboga
2021-04-22,Kasımpaşa,Başakşehir,0–1,Yaşar Kemal Uğurlu
2021-04-23,Gençlerbirliği,Rizespor,2–1,Bahattin Şimşek
2021-04-24,Konyaspor,Hatayspor,0–0,Atilla Karaoğlan
2021-04-24,Trabzonspor,Fatih Karagümrük,2–0,Ali Şansalan
2021-04-24,Beşiktaş,Kayserispor,3–1,Cüneyt Çakιr
2021-04-24,Antalyaspor,Galatasaray,0–1,Mete Kalkavan
2021-04-24,Denizlispor,Sivasspor,1–1,Hüseyin Göçek
2021-04-25,Yeni Mal'spor,Ankaragücü,2–1,Umit Öztürk
2021-04-25,Gaziantep FK,Erzurum BB,2–3,Halis Özkahya
2021-04-25,Başakşehir,Alanyaspor,0–0,Özgür Yankaya
2021-04-25,Fenerbahçe,Kasımpaşa,3–2,Fırat Aydınus
2021-04-27,Hatayspor,Gençlerbirliği,3–1,Arda Kardeşler
2021-04-28,Göztepe,Trabzonspor,1–1,Tugay Kaan Numanoğlu
2021-04-28,Fatih Karagümrük,Antalyaspor,2–2,Zorbay Küçük
2021-04-28,Kayserispor,Denizlispor,6–3,Özgür Yankaya
2021-04-28,Rizespor,Beşiktaş,2–3,Abdulkadir Bitigen
2021-04-28,Galatasaray,Konyaspor,1–0,Cüneyt Çakιr
2021-04-29,Sivasspor,Yeni Mal'spor,1–0,Alper Ulusoy
2021-04-29,Erzurum BB,Başakşehir,1–2,Fırat Aydınus
2021-04-29,Ankaragücü,Gaziantep FK,0–1,Hüseyin Göçek
2021-04-29,Alanyaspor,Fenerbahçe,0–0,Yaşar Kemal Uğurlu
2021-05-01,Beşiktaş,Hatayspor,7–0,Ali Palabıyık
2021-05-02,Antalyaspor,Göztepe,2–3,Atilla Karaoğlan
2021-05-02,Konyaspor,Fatih Karagümrük,5–1,Bahattin Şimşek
2021-05-02,Denizlispor,Rizespor,0–1,Hüseyin Göçek
2021-05-02,Gençlerbirliği,Galatasaray,0–2,Halis Özkahya
2021-05-03,Kasımpaşa,Alanyaspor,3–0,Ali Şansalan
2021-05-03,Yeni Mal'spor,Kayserispor,1–1,Arda Kardeşler
2021-05-03,Başakşehir,Ankaragücü,2–1,Halil Umut Meler
2021-05-03,Gaziantep FK,Sivasspor,0–1,Mustafa Öğretmenoğlu
2021-05-03,Fenerbahçe,Erzurum BB,3–1,Mete Kalkavan
2021-05-08,Ankaragücü,Fenerbahçe,1–2,Fırat Aydınus
2021-05-08,Hatayspor,Denizlispor,1–0,Erkan Özdamar
2021-05-08,Trabzonspor,Antalyaspor,2–1,Abdulkadir Bitigen
2021-05-08,Kayserispor,Gaziantep FK,0–0,Umit Öztürk
2021-05-08,Rizespor,Yeni Mal'spor,0–4,Yaşar Kemal Uğurlu
2021-05-08,Galatasaray,Beşiktaş,3–1,Cüneyt Çakιr
2021-05-08,Erzurum BB,Kasımpaşa,0–1,Halil Umut Meler
2021-05-08,Göztepe,Konyaspor,0–1,Arda Kardeşler
2021-05-08,Fatih Karagümrük,Gençlerbirliği,5–1,Özgür Yankaya
2021-05-08,Sivasspor,Başakşehir,0–0,Ali Palabıyık
2021-05-11,Konyaspor,Trabzonspor,1–1,Ali Şansalan
2021-05-11,Kasımpaşa,Ankaragücü,3–1,Mete Kalkavan
2021-05-11,Beşiktaş,Fatih Karagümrük,1–2,Ali Palabıyık
2021-05-11,Yeni Mal'spor,Hatayspor,1–1,Halil Umut Meler
2021-05-11,Gençlerbirliği,Göztepe,5–3,Suat Arslanboga
2021-05-11,Başakşehir,Kayserispor,0–0,Yaşar Kemal Uğurlu
2021-05-11,Denizlispor,Galatasaray,1–4,Abdulkadir Bitigen
2021-05-11,Alanyaspor,Erzurum BB,2–3,Alper Ulusoy
2021-05-11,Fenerbahçe,Sivasspor,1–2,Halis Özkahya
2021-05-11,Gaziantep FK,Rizespor,4–5,Zorbay Küçük
2021-05-15,Hatayspor,Gaziantep FK,0–1,Serkan Tokat
2021-05-15,Fatih Karagümrük,Denizlispor,5–1,Atilla Karaoğlan
2021-05-15,Sivasspor,Kasımpaşa,2–1,Mustafa Öğretmenoğlu
2021-05-15,Rizespor,Başakşehir,0–2,Koray Gençerler
2021-05-15,Antalyaspor,Konyaspor,0–0,Suat Arslanboga
2021-05-15,Ankaragücü,Alanyaspor,0–1,Umit Öztürk
2021-05-15,Kayserispor,Fenerbahçe,1–2,Halil Umut Meler
2021-05-15,Trabzonspor,Gençlerbirliği,2–1,Tugay Kaan Numanoğlu
2021-05-15,Galatasaray,Yeni Mal'spor,3–1,Cüneyt Çakιr
2021-05-15,Göztepe,Beşiktaş,1–2,Fırat Aydınus
2018-08-10,Ankaragücü,Galatasaray,1–3,Umit Öztürk
2018-08-11,Rizespor,Kasımpaşa,2–3,Cüneyt Çakιr
2018-08-11,Sivasspor,Alanyaspor,1–0,Arda Kardeşler
2018-08-11,Fenerbahçe,Bursaspor,2–1,Halil Meler
2018-08-12,Başakşehir,Trabzonspor,2–0,Fırat Aydınus
2018-08-12,Konyaspor,BB Erzurumspor,3–2,Suat Arslanboga
2018-08-12,Göztepe,Yeni Mal'spor,1–3,Özgür Yankaya
2018-08-12,Beşiktaş,Akhisarspor,2–1,Bülent Yıldırım
2018-08-13,Kayserispor,Antalyaspor,2–0,Hüseyin Göçek
2018-08-17,Trabzonspor,Sivasspor,3–1,Yaşar Kemal Uğurlu
2018-08-18,Bursaspor,Kayserispor,0–0,Mete Kalkavan
2018-08-18,Antalyaspor,Konyaspor,3–3,Alper Ulusoy
2018-08-18,Yeni Mal'spor,Fenerbahçe,1–0,Fırat Aydınus
2018-08-19,BB Erzurumspor,Beşiktaş,1–3,Umit Öztürk
2018-08-19,Akhisarspor,Rizespor,1–1,Serkan Çınar
2018-08-19,Alanyaspor,Ankaragücü,0–2,Ali Şansalan
2018-08-19,Galatasaray,Göztepe,1–0,Ali Palabıyık
2018-08-20,Kasımpaşa,Başakşehir,2–1,Halis Özkahya
2018-08-24,Rizespor,BB Erzurumspor,0–0,Yaşar Kemal Uğurlu
2018-08-25,Ankaragücü,Trabzonspor,2–2,Mete Kalkavan
2018-08-25,Göztepe,Fenerbahçe,1–0,Cüneyt Çakιr
2018-08-25,Kayserispor,Yeni Mal'spor,0–0,Alper Ulusoy
2018-08-26,Sivasspor,Kasımpaşa,0–3,Hüseyin Göçek
2018-08-26,Beşiktaş,Antalyaspor,2–3,Halis Özkahya
2018-08-26,Konyaspor,Bursaspor,1–1,Mustafa Ogretmenoglu
2018-08-27,Başakşehir,Akhisarspor,3–1,Ali Palabıyık
2018-08-27,Galatasaray,Alanyaspor,6–0,Halil Meler
2018-08-31,Yeni Mal'spor,Konyaspor,0–1,Hüseyin Göçek
2018-09-01,Fenerbahçe,Kayserispor,2–3,Umit Öztürk
2018-09-01,Akhisarspor,Sivasspor,1–1,Bahattin Şimşek
2018-09-01,Trabzonspor,Galatasaray,4–0,Fırat Aydınus
2018-09-01,Alanyaspor,Göztepe,1–0,Yaşar Kemal Uğurlu
2018-09-02,Kasımpaşa,Ankaragücü,2–1,Arda Kardeşler
2018-09-02,BB Erzurumspor,Başakşehir,0–1,Bülent Yıldırım
2018-09-02,Bursaspor,Beşiktaş,1–1,Cüneyt Çakιr
2018-09-02,Antalyaspor,Rizespor,2–1,Ali Palabıyık
2018-09-14,Galatasaray,Kasımpaşa,4–1,Bülent Yıldırım
2018-09-15,Ankaragücü,Akhisarspor,1–0,Volkan Bayarslan
2018-09-15,Göztepe,Kayserispor,2–0,Arda Kardeşler
2018-09-15,Beşiktaş,Yeni Mal'spor,2–1,Halil Meler
2018-09-16,Başakşehir,Antalyaspor,4–0,Alper Ulusoy
2018-09-16,Sivasspor,BB Erzurumspor,2–2,Mete Kalkavan
2018-09-16,Konyaspor,Fenerbahçe,0–1,Ali Palabıyık
2018-09-16,Rizespor,Bursaspor,1–1,Suat Arslanboga
2018-09-17,Alanyaspor,Trabzonspor,1–0,Halis Kucukerbir
2018-09-21,BB Erzurumspor,Ankaragücü,0–1,Serkan Çınar
2018-09-21,Bursaspor,Başakşehir,0–0,Umit Öztürk
2018-09-22,Yeni Mal'spor,Rizespor,1–0,Mustafa Ogretmenoglu
2018-09-22,Kayserispor,Konyaspor,0–2,Cüneyt Çakιr
2018-09-22,Trabzonspor,Göztepe,1–2,Huseyin Ocak
2018-09-23,Kasımpaşa,Alanyaspor,1–2,Özgür Yankaya
2018-09-23,Akhisarspor,Galatasaray,3–0,Yaşar Kemal Uğurlu
2018-09-23,Antalyaspor,Sivasspor,2–1,Serkan Tokat
2018-09-24,Fenerbahçe,Beşiktaş,1–1,Fırat Aydınus
2018-09-28,Galatasaray,BB Erzurumspor,1–0,Alper Ulusoy
2018-09-29,Trabzonspor,Kasımpaşa,4–2,Ali Palabıyık
2018-09-29,Alanyaspor,Akhisarspor,2–1,Arda Kardeşler
2018-09-29,Beşiktaş,Kayserispor,2–0,Yaşar Kemal Uğurlu
2018-09-30,Sivasspor,Bursaspor,2–0,Halis Özkahya
2018-09-30,Göztepe,Konyaspor,3–2,Mete Kalkavan
2018-09-30,Rizespor,Fenerbahçe,3–0,Cüneyt Çakιr
2018-10-01,Ankaragücü,Antalyaspor,0–1,Tugay Kaan Numanoğlu
2018-10-01,Başakşehir,Yeni Mal'spor,1–1,Fırat Aydınus
2018-10-05,Kasımpaşa,Göztepe,3–1,Halis Özkahya
2018-10-06,Kayserispor,Rizespor,2–2,Fırat Aydınus
2018-10-06,Bursaspor,Ankaragücü,1–0,Özgür Yankaya
2018-10-06,BB Erzurumspor,Alanyaspor,1–0,Koray Gençerler
2018-10-06,Antalyaspor,Galatasaray,0–1,Cüneyt Çakιr
2018-10-07,Yeni Mal'spor,Sivasspor,4–4,Bülent Yıldırım
2018-10-07,Fenerbahçe,Başakşehir,0–0,Ali Palabıyık
2018-10-07,Akhisarspor,Trabzonspor,1–3,Halil Meler
2018-10-07,Konyaspor,Beşiktaş,2–2,Umit Öztürk
2018-10-19,Galatasaray,Bursaspor,1–1,Ali Palabıyık
2018-10-20,Kasımpaşa,Akhisarspor,5–0,Suat Arslanboga
2018-10-20,Başakşehir,Kayserispor,1–0,Hüseyin Göçek
2018-10-20,Sivasspor,Fenerbahçe,0–0,Halis Özkahya
2018-10-21,Rizespor,Konyaspor,1–1,Volkan Bayarslan
2018-10-21,Alanyaspor,Antalyaspor,0–1,Mete Kalkavan
2018-10-21,Ankaragücü,Yeni Mal'spor,1–0,Alper Ulusoy
2018-10-21,Göztepe,Beşiktaş,2–0,Fırat Aydınus
2018-10-22,Trabzonspor,BB Erzurumspor,0–0,Bülent Yıldırım
2018-10-26,Bursaspor,Alanyaspor,2–0,Halil Meler
2018-10-27,BB Erzurumspor,Kasımpaşa,1–1,Arda Kardeşler
2018-10-27,Konyaspor,Başakşehir,0–1,Cüneyt Çakιr
2018-10-27,Antalyaspor,Trabzonspor,1–1,Yaşar Kemal Uğurlu
2018-10-28,Kayserispor,Sivasspor,2–0,Alper Ulusoy
2018-10-28,Yeni Mal'spor,Galatasaray,2–0,Halis Özkahya
2018-10-28,Fenerbahçe,Ankaragücü,1–3,Hüseyin Göçek
2018-10-29,Beşiktaş,Rizespor,4–1,Bülent Yıldırım
2018-10-29,Akhisarspor,Göztepe,1–0,Mustafa Ogretmenoglu
2018-11-02,Galatasaray,Fenerbahçe,2–2,Fırat Aydınus
2018-11-03,Kasımpaşa,Antalyaspor,1–2,Umit Öztürk
2018-11-03,Akhisarspor,BB Erzurumspor,1–1,Mete Kalkavan
2018-11-03,Başakşehir,Beşiktaş,1–0,Halis Özkahya
2018-11-04,Ankaragücü,Kayserispor,3–1,Halil Meler
2018-11-04,Alanyaspor,Yeni Mal'spor,0–1,Cüneyt Çakιr
2018-11-04,Trabzonspor,Bursaspor,1–1,Alper Ulusoy
2018-11-05,Göztepe,Rizespor,2–0,Yaşar Kemal Uğurlu
2018-11-05,Sivasspor,Konyaspor,0–0,Mustafa Ogretmenoglu
2018-11-09,Yeni Mal'spor,Trabzonspor,5–0,Arda Kardeşler
2018-11-10,BB Erzurumspor,Göztepe,2–1,Hüseyin Göçek
2018-11-10,Konyaspor,Ankaragücü,2–0,Suat Arslanboga
2018-11-10,Rizespor,Başakşehir,1–2,Halil Meler
2018-11-10,Kayserispor,Galatasaray,0–3,Umit Öztürk
2018-11-11,Bursaspor,Kasımpaşa,1–2,Mete Kalkavan
